date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl
2023-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04,1,915667.3177131108,228.9168294282777,-20987.79051732745,0.0,-20987.79051732745,-21216.707346755727
2023-07-05,1,937200.0,234.3,1853.712860989799,-2398.604630551563,-544.8917695617638,-779.1917695617637
2023-07-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-21,1,916920.0,229.23000000000002,-4310.903190842546,0.0,-4310.903190842546,-4540.133190842545
2023-07-24,0,0.0,0.0,0.0,-26444.616051832618,-26444.616051832618,-26444.616051832618
2023-07-25,0,0.0,0.0,0.0,17809.6393818465,17809.6393818465,17809.6393818465
2023-07-26,0,0.0,0.0,0.0,20508.06959121701,20508.06959121701,20508.06959121701
2023-07-27,0,0.0,0.0,0.0,3777.8022931188752,3777.8022931188752,3777.8022931188752
2023-07-28,0,0.0,0.0,0.0,-19428.697507468805,-19428.697507468805,-19428.697507468805
2023-07-31,0,0.0,0.0,0.0,18349.325423720602,18349.325423720602,18349.325423720602
2023-08-01,0,0.0,0.0,0.0,54508.29022928722,54508.29022928722,54508.29022928722
2023-08-02,0,0.0,0.0,0.0,-3238.1162512447736,-3238.1162512447736,-3238.1162512447736
2023-08-03,0,0.0,0.0,0.0,-1619.058125622305,-1619.058125622305,-1619.058125622305
2023-08-04,0,0.0,0.0,0.0,21587.441674965212,21587.441674965212,21587.441674965212
2023-08-07,0,0.0,0.0,0.0,-9714.34875373432,-9714.34875373432,-9714.34875373432
2023-08-08,0,0.0,0.0,0.0,-12412.778963104993,-12412.778963104993,-12412.778963104993
2023-08-09,0,0.0,0.0,0.0,-5936.546460615609,-5936.546460615609,-5936.546460615609
2023-08-10,0,0.0,0.0,0.0,-2158.7441674964066,-2158.7441674964066,-2158.7441674964066
2023-08-11,0,0.0,0.0,0.0,12952.465004979094,12952.465004979094,12952.465004979094
