datetime,open,high,low,close,volume,open_interest
2026-04-15 01:00:00,1068,1069,1067,1067,1159.0,787742.0
2026-04-15 01:01:00,1067,1068,1065,1066,4878.0,788859.0
2026-04-15 01:02:00,1066,1066,1065,1065,1993.0,789200.0
2026-04-15 01:03:00,1065,1066,1064,1065,2921.0,790651.0
2026-04-15 01:04:00,1065,1065,1064,1064,1791.0,791419.0
2026-04-15 01:05:00,1064,1066,1064,1065,4035.0,793712.0
2026-04-15 01:06:00,1065,1065,1064,1065,1834.0,794879.0
2026-04-15 01:07:00,1065,1065,1064,1064,1287.0,795397.0
2026-04-15 01:08:00,1064,1065,1064,1064,578.0,795545.0
2026-04-15 01:09:00,1064,1065,1063,1064,4948.0,797517.0
2026-04-15 01:10:00,1064,1065,1064,1065,695.0,797482.0
2026-04-15 01:11:00,1065,1065,1064,1064,693.0,797800.0
2026-04-15 01:12:00,1064,1065,1064,1065,689.0,798158.0
2026-04-15 01:13:00,1065,1065,1064,1065,273.0,798229.0
2026-04-15 01:14:00,1065,1065,1064,1064,550.0,798530.0
2026-04-15 01:15:00,1064,1065,1064,1065,433.0,798739.0
2026-04-15 01:16:00,1065,1065,1064,1065,334.0,798862.0
2026-04-15 01:17:00,1065,1065,1064,1065,591.0,799076.0
2026-04-15 01:18:00,1065,1065,1064,1065,2129.0,799742.0
2026-04-15 01:19:00,1065,1066,1065,1065,579.0,800017.0
2026-04-15 01:20:00,1065,1066,1065,1066,307.0,800081.0
2026-04-15 01:21:00,1066,1066,1065,1066,474.0,800136.0
2026-04-15 01:22:00,1066,1066,1065,1066,290.0,800251.0
2026-04-15 01:23:00,1066,1067,1065,1067,2629.0,801033.0
2026-04-15 01:24:00,1067,1067,1065,1066,1124.0,800959.0
2026-04-15 01:25:00,1066,1066,1065,1065,1065.0,801599.0
2026-04-15 01:26:00,1065,1066,1064,1064,1934.0,802127.0
2026-04-15 01:27:00,1064,1065,1064,1065,1192.0,802316.0
2026-04-15 01:28:00,1065,1065,1064,1065,461.0,802515.0
2026-04-15 01:29:00,1065,1065,1064,1065,466.0,802838.0
2026-04-15 01:30:00,1065,1066,1064,1065,1365.0,803662.0
2026-04-15 01:31:00,1065,1066,1065,1065,934.0,803389.0
2026-04-15 01:32:00,1065,1066,1064,1065,1952.0,804502.0
2026-04-15 01:33:00,1065,1065,1064,1064,348.0,804670.0
2026-04-15 01:34:00,1064,1065,1063,1064,2686.0,805184.0
2026-04-15 01:35:00,1064,1064,1063,1064,409.0,805459.0
2026-04-15 01:36:00,1064,1064,1063,1063,2109.0,806087.0
2026-04-15 01:37:00,1063,1065,1063,1065,650.0,806439.0
2026-04-15 01:38:00,1065,1065,1064,1064,446.0,806696.0
2026-04-15 01:39:00,1064,1065,1064,1065,216.0,806774.0
2026-04-15 01:40:00,1065,1065,1064,1065,351.0,806832.0
2026-04-15 01:41:00,1065,1065,1064,1064,290.0,806815.0
2026-04-15 01:42:00,1064,1065,1064,1065,735.0,807241.0
2026-04-15 01:43:00,1065,1065,1064,1065,247.0,807376.0
2026-04-15 01:44:00,1065,1065,1064,1065,224.0,807560.0
2026-04-15 01:45:00,1065,1065,1064,1065,202.0,807684.0
2026-04-15 01:46:00,1065,1065,1064,1064,334.0,807855.0
2026-04-15 01:47:00,1064,1066,1064,1066,1586.0,808412.0
2026-04-15 01:48:00,1066,1066,1065,1066,289.0,808513.0
2026-04-15 01:49:00,1066,1066,1065,1066,1375.0,808686.0
2026-04-15 01:50:00,1066,1067,1066,1067,843.0,808658.0
2026-04-15 01:51:00,1067,1067,1066,1067,647.0,808663.0
2026-04-15 01:52:00,1067,1067,1066,1067,430.0,808682.0
2026-04-15 01:53:00,1067,1068,1066,1066,2134.0,808680.0
2026-04-15 01:54:00,1066,1067,1066,1066,991.0,809160.0
2026-04-15 01:55:00,1066,1067,1066,1067,438.0,809302.0
2026-04-15 01:56:00,1067,1067,1065,1067,1753.0,809038.0
2026-04-15 01:57:00,1067,1067,1066,1066,251.0,808888.0
2026-04-15 01:58:00,1066,1068,1066,1067,1720.0,809477.0
2026-04-15 01:59:00,1067,1068,1067,1068,503.0,809421.0
2026-04-15 02:00:00,1068,1068,1067,1068,717.0,809553.0
2026-04-15 02:01:00,1068,1068,1067,1068,916.0,810146.0
2026-04-15 02:02:00,1068,1068,1067,1068,281.0,810142.0
2026-04-15 02:03:00,1068,1068,1067,1067,161.0,810163.0
2026-04-15 02:04:00,1067,1068,1067,1067,346.0,810301.0
2026-04-15 02:05:00,1067,1068,1067,1068,1488.0,809732.0
2026-04-15 02:06:00,1068,1068,1067,1067,290.0,809901.0
2026-04-15 02:07:00,1067,1068,1067,1067,424.0,809894.0
2026-04-15 02:08:00,1067,1068,1067,1067,409.0,810143.0
2026-04-15 02:09:00,1067,1068,1067,1067,678.0,809893.0
2026-04-15 02:10:00,1067,1068,1067,1067,173.0,810037.0
2026-04-15 02:11:00,1067,1068,1067,1067,535.0,809976.0
2026-04-15 02:12:00,1067,1068,1067,1068,309.0,810068.0
2026-04-15 02:13:00,1068,1068,1067,1068,241.0,810017.0
2026-04-15 02:14:00,1068,1068,1067,1068,472.0,809903.0
2026-04-15 02:30:00,1068,1068,1067,1068,1790.0,810150.0
2026-04-15 02:31:00,1068,1068,1067,1068,820.0,810317.0
2026-04-15 02:32:00,1068,1068,1067,1068,845.0,810407.0
2026-04-15 02:33:00,1068,1068,1067,1067,404.0,810538.0
2026-04-15 02:34:00,1067,1068,1067,1068,376.0,810640.0
2026-04-15 02:35:00,1068,1068,1066,1067,2669.0,811380.0
2026-04-15 02:36:00,1067,1067,1066,1066,1079.0,811768.0
2026-04-15 02:37:00,1066,1067,1066,1066,422.0,811966.0
2026-04-15 02:38:00,1066,1067,1066,1067,243.0,811984.0
2026-04-15 02:39:00,1067,1068,1066,1067,1731.0,812833.0
2026-04-15 02:40:00,1067,1068,1067,1067,468.0,812793.0
2026-04-15 02:41:00,1067,1068,1067,1067,430.0,812636.0
2026-04-15 02:42:00,1067,1069,1067,1068,1980.0,812004.0
2026-04-15 02:43:00,1068,1070,1068,1070,1935.0,811788.0
2026-04-15 02:44:00,1070,1070,1069,1070,1055.0,811547.0
2026-04-15 02:45:00,1070,1071,1069,1071,2800.0,810929.0
2026-04-15 02:46:00,1071,1071,1070,1071,1211.0,810896.0
2026-04-15 02:47:00,1071,1071,1068,1068,2525.0,810506.0
2026-04-15 02:48:00,1068,1069,1068,1068,320.0,810594.0
2026-04-15 02:49:00,1068,1069,1068,1069,410.0,810439.0
2026-04-15 02:50:00,1069,1069,1068,1069,609.0,810407.0
2026-04-15 02:51:00,1069,1069,1068,1069,382.0,810411.0
2026-04-15 02:52:00,1069,1069,1068,1068,115.0,810431.0
2026-04-15 02:53:00,1068,1069,1068,1068,97.0,810412.0
2026-04-15 02:54:00,1068,1069,1068,1068,182.0,810453.0
2026-04-15 02:55:00,1068,1069,1068,1068,247.0,810518.0
2026-04-15 02:56:00,1068,1069,1068,1068,497.0,810756.0
2026-04-15 02:57:00,1068,1069,1068,1069,312.0,810742.0
2026-04-15 02:58:00,1069,1069,1068,1068,301.0,810733.0
2026-04-15 02:59:00,1068,1069,1068,1068,212.0,810721.0
2026-04-15 03:00:00,1068,1069,1068,1068,295.0,810807.0
