date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl
2023-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-12,1,48680.0,12.17,11.674000199473085,0.0,11.674000199473085,-0.4959998005269153
2023-07-13,0,0.0,0.0,0.0,-209.87790517327085,-209.87790517327085,-209.87790517327085
2023-07-14,0,0.0,0.0,0.0,1828.9360307956667,1828.9360307956667,1828.9360307956667
2023-07-17,1,50340.0,12.585,-269.1283372332964,-239.86046305516538,-508.9888002884618,-521.5738002884618
2023-07-18,0,0.0,0.0,0.0,2278.674399024112,2278.674399024112,2278.674399024112
2023-07-19,0,0.0,0.0,0.0,2338.639514787901,2338.639514787901,2338.639514787901
2023-07-20,0,0.0,0.0,0.0,-2938.2906724258282,-2938.2906724258282,-2938.2906724258282
2023-07-21,0,0.0,0.0,0.0,-419.7558103465417,-419.7558103465417,-419.7558103465417
2023-07-24,0,0.0,0.0,0.0,-2938.2906724258464,-2938.2906724258464,-2938.2906724258464
2023-07-25,1,49531.18562089257,12.382796405223143,-689.5988312836198,1978.8488202051667,1289.249988921547,1276.8671925163237
2023-07-26,1,50070.8716627667,12.517717915691676,1289.2499889215378,1139.337199512056,2428.587188433594,2416.069470517902
2023-07-27,0,0.0,0.0,0.0,419.7558103465417,419.7558103465417,419.7558103465417
2023-07-28,0,0.0,0.0,0.0,-2158.744167496534,-2158.744167496534,-2158.744167496534
2023-07-31,0,0.0,0.0,0.0,2038.8139359689558,2038.8139359689558,2038.8139359689558
2023-08-01,0,0.0,0.0,0.0,6056.476692143024,6056.476692143024,6056.476692143024
2023-08-02,0,0.0,0.0,0.0,-359.7906945827526,-359.7906945827526,-359.7906945827526
2023-08-03,0,0.0,0.0,0.0,-179.89534729136722,-179.89534729136722,-179.89534729136722
2023-08-04,0,0.0,0.0,0.0,2398.60463055169,2398.60463055169,2398.60463055169
